,name,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,identity
1531,Karyl Vance,1,,,,,,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,,0,0,0,0.11705685618728999,1,knight
1532,Khrazz,1,Ghiscari,277.0,300.0,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23.0,0,0,0,0.0769230769230769,0,pit-fighter
1533,Kurleket,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,0,sworn
1534,Lann the Clever,1,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.060200668896321,1,hero
1535,Kyle Condon,1,,,,,,,House Condon,,0,0,1,0,0,,,,,0,1,,0,0,0,0.040133779264214,1,knight
1536,Lancel Lannister,1,,282.0,,,,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1.0,1,1,23.0,5,1,1,0.4782608695652171,1,Knights
1537,Likely Luke,0,,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,Smallfolk
1538,Lucas Inchfield,1,,,211.0,,,,House Inchfield,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0535117056856187,0,knight
1539,Lollys Stokeworth,0,,265.0,,,,,House Stokeworth,Bronn,0,1,1,1,1,,,,1.0,1,1,40.0,2,1,0,0.127090301003344,1,Lackwits
1540,Lyanna Stark,1,Northmen,266.0,283.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,17.0,5,1,1,0.354515050167224,0,Statues
1541,Lyle Crakehall,1,,,,,,,House Crakehall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.107023411371237,1,knight
1542,Lucas Blackwood,1,,,299.0,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257,0,Nobles
1543,Lyn Corbray,1,,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0903010033444816,1,knight
1544,Lynesse Hightower,1,,,,,,,House Hightower,Jorah Mormont,0,1,1,1,1,,,,1.0,1,0,,1,1,0,0.11705685618728999,1,Exiles
1545,Mace Tyrell,1,,256.0,,,,,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1.0,1,1,49.0,1,1,1,0.856187290969899,1,Lord
1546,Mag Mar Tun Doh Weg,1,,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.040133779264214,0,something
1547,Mandon Moore,1,Valemen,,299.0,,,,House Moore,,1,1,1,0,0,,,,,0,1,,0,0,0,0.120401337792642,0,knight
1548,Mago,0,Dothraki,,,,,,,,1,0,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117,1,rider
1549,Maron Botley,1,,,,,,,House Botley,,0,1,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,1,Crew of the Sea Bitch
1550,Marillion,1,,279.0,300.0,,,,,,1,1,1,1,0,,,,,0,0,21.0,0,0,0,0.14381270903010002,0,singer
1551,Marya Seaworth,0,,,,,,,House Seaworth,Davos Seaworth,0,1,1,1,1,,,,1.0,1,1,,1,1,0,0.0635451505016722,1,Lowborn nobles
1552,Marwyn,1,,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.160535117056856,1,archmaester
1553,Masha Heddle,0,,,298.0,,,,,,1,1,0,0,0,,,,,0,0,,0,0,0,0.040133779264214,0,innkeeper
1554,Matthos Seaworth,1,,,299.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769230769,0,Sailors
1555,Meera Reed,0,Crannogmen,283.0,,,,,House Reed,,0,1,1,1,1,,,,,0,0,22.0,0,0,0,0.27090301003344397,1,Crannogmen
1556,Melara Hetherspoon,0,,264.0,276.0,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,0,12.0,0,0,0,0.0468227424749163,0,Noblewomen
1557,Melissa Blackwood,0,,156.0,,,,,House Blackwood,,0,0,0,0,1,,,,,0,0,100.0,0,0,0,0.0501672240802675,0,Mistresses of Aegon IV Targaryen
1558,Melisandre,0,Asshai,,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,0,1,0.7458193979933109,1,priestess
1559,Merrit,0,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,Outlaws
1560,Meryn Trant,1,,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735785953177,1,knight
1561,Merrett Frey,1,Riverlands,262.0,300.0,,,,House Frey,Mariya Darry,1,1,1,1,1,,,,1.0,1,0,38.0,0,0,1,0.43478260869565205,0,Executions
1562,Mohor,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,0,sworn
1563,Missandei,0,Naathi,288.0,,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17.0,0,0,0,0.17391304347826,1,Naathi
1564,Moon Boy,1,,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0769230769230769,1,jester
1565,Monster,0,Free Folk,299.0,,,,,,,0,0,1,1,1,,,,,0,0,6.0,0,0,0,0.0769230769230769,1,product
1566,Mord,1,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0468227424749163,1,gaoler
1567,Minisa Whent,0,Rivermen,,,,,,House Whent,Hoster Tully,1,1,1,0,0,,,,0.0,1,1,,0,0,0,0.0434782608695652,1,Deaths by childbirth
1568,Mordane,0,,,298.0,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0,0,0.103678929765886,0,septa
1569,Murenmure,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,maester
1570,Myles,1,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0234113712374581,1,maester
1571,Mors Martell,0,Dornish,,,,,,House Martell,Nymeria,1,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0535117056856187,1,head
1572,Mya Stone,0,,279.0,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,26.0,0,0,0,0.120401337792642,1,woman
1573,Myrcella Baratheon,0,,290.0,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15.0,5,1,1,0.561872909698996,1,Seven
1574,Nestor Royce,1,,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391304,1,Keepers of the Gates of the Moon
1575,Nute,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0501672240802675,1,raider
1576,Nymeria Sand,0,Dornishmen,274.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,31.0,1,1,1,0.377926421404682,1,Bastards
1577,Nymeria,0,Rhoynar,,,,,,House Martell,Mors Martell,1,1,0,1,1,,,,1.0,1,1,,0,0,0,0.197324414715719,1,Princess
1578,Oberyn Martell,1,Dornishmen,257.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,43.0,5,1,1,0.77257525083612,0,Knights
1579,Obella Sand,0,Dornishmen,287.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,18.0,1,1,0,0.103678929765886,1,bastard
1580,Olenna Redwyne,0,,228.0,,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.28762541806020003,1,widow
1581,Mychel Redfort,1,Valemen,,,,,,House Redfort,Ysilla Royce,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.0702341137123745,1,Knights
1582,Orwyle,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.254180602006688,1,archmaester
1583,Osha,1,Free folk,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.250836120401337,1,folk
1584,Osfryd Kettleblack,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0869565217391304,1,oldest
1585,Osney Kettleblack,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.123745819397993,1,Kettleblack
1586,Orys Baratheon,1,,,38.0,,,,House Baratheon,Argella Durrandon,1,0,0,0,0,,,,1.0,1,1,,5,1,1,0.48829431438127,0,founder
1587,Osmund Kettleblack,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.170568561872909,1,Knights
1588,Othell Yarwyck,1,,,,,,,House Yarwyck,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0635451505016722,1,Builders of the Night's Watch
1589,Oswell Whent,1,Rivermen,,283.0,,,,House Whent,,1,0,1,0,1,,,,,0,1,,1,1,0,0.0802675585284281,0,knight
1590,Otto Hightower,1,,,130.0,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,0,1,0.371237458193979,0,knight
1591,Patchface,1,,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,0,0,0.107023411371237,1,Stannis
1592,Paxter Redwyne,1,,,,,,,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.511705685618729,1,Lord
1593,Pearse Caron,1,,,,,,,House Caron,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,head
1594,Petyr Frey,1,,281.0,300.0,,,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1.0,1,0,19.0,0,0,0,0.177257525083612,0,Executions
1595,Pia,0,,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1,servant
1596,Podrick Payne,1,,286.0,,,,,House Payne,,1,1,1,1,1,,,,,0,0,19.0,0,0,0,0.29096989966555104,1,squire
1597,Preston Greenfield,1,Westermen,,299.0,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,0,0,0.0936454849498327,0,knight
1598,Polliver,1,,,300.0,,,,House Clegane,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0769230769230769,0,service
1599,Pyat Pree,0,,,,,,,Undying Ones,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0969899665551839,1,warlock
1600,Pylos,1,,273.0,,,,,,,0,1,1,1,1,,,,,0,1,32.0,0,0,0,0.0568561872909698,1,maester
1601,Pycelle,1,,216.0,300.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,84.0,0,0,1,0.6387959866220729,0,Grand
1602,Qhorin Halfhand,1,,,299.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.21070234113712302,0,ranger
1603,Qotho,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0635451505016722,0,bloodrider
1604,Quentyn Martell,1,Dornishmen,281.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,19.0,0,0,1,0.551839464882943,0,knight
1605,Ralf Stonehouse,1,Ironborn,,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0334448160535117,1,raider
1606,Ramsay Snow,1,Northmen,282.0,,,,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0.0,1,1,23.0,1,1,1,0.461538461538461,1,Bastards
1607,Randyll Tarly,1,,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.618729096989966,1,Lord
1608,Raymun Fossoway,1,,,,,,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214,1,Knights
1609,Raymun Darry,1,,,298.0,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0,0,0.0769230769230769,0,Lord
1610,Ravella Swann,0,,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.060200668896321,1,Lady
1611,Small Paul,1,,,299.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093,0,steward
1612,Tristifer Botley,1,Ironborn,,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.120401337792642,1,Sailors
1613,Styr,1,Free Folk,,300.0,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227424749,0,Magnar
1614,Rat Cook,1,,,,,,,Night's Watch,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698,1,First Men
1615,Prendahl na Ghezn,1,Ghiscari,,299.0,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.040133779264214,0,Mercenaries
1616,Ulmer,1,,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0535117056856187,1,ranger
1617,Oznak zo Pahl,1,Meereen,,299.0,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698,0,Meereen
1618,Aegon Blackfyre,1,Valyrian,184.0,196.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,1,0,0.0836120401337792,0,Twins
1619,Addam Velaryon,1,Valyrian,114.0,130.0,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,16.0,0,0,0,0.107023411371237,0,bastard
1620,Aegon V Targaryen,1,,,,Dyanna Dayne,Maekar I Targaryen,Duncan Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,7,1,1,0.695652173913043,0,Lord
1621,Aemon Blackfyre,1,Valyrian,184.0,196.0,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12.0,2,1,0,0.0869565217391304,0,Twins
1622,Aeron Greyjoy,1,Ironmen,269.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,36.0,4,1,1,0.45819397993310995,1,POV characters
1623,Alfyn,1,Free Folk,,299.0,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,0,0
1624,Alannys Harlaw,0,Ironborn,,,,,,House Greyjoy,Balon Greyjoy,1,1,0,1,1,,,,0.0,1,1,,0,0,0,0.237458193979933,1,Royal consorts
1625,Alayaya,0,,282.0,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,23.0,0,0,0,0.0769230769230769,1,prostitute
1626,Alyn,1,,,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0735785953177257,0,Captains of the guards
1627,Alliser Thorne,1,,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.23076923076923,1,knight
1628,Alester Florent,1,,,300.0,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1.0,1,1,,0,0,0,0.327759197324414,0,Lord
1629,Alysane Mormont,0,Northmen,273.0,,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32.0,0,0,0,0.0702341137123745,1,Warrior Women
1630,Alerie Hightower,0,,257.0,,,,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1.0,1,1,48.0,0,0,0,0.227424749163879,1,Noblewomen
1631,Anguy,1,,,,,,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,,0,0,0,0.130434782608695,1,commoner
1632,Andrik,1,Ironborn,,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0434782608695652,1,warrior
1633,Amory Lorch,1,,,299.0,,,,House Lorch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.277591973244147,0,knight
1634,Archibald Yronwood,1,,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,0,0,0.140468227424749,1,knight
1635,Arlan of Pennytree,1,,149.0,209.0,,,,,,0,0,0,0,0,,,,,0,1,60.0,0,0,0,0.103678929765886,0,hedge
1636,Areo Hotah,1,Norvos,257.0,,,,,House Martell,,1,1,1,1,1,,,,,0,1,48.0,0,0,0,0.25752508361204,1,captain
1637,Arwyn Oakheart,1,,,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0367892976588628,1,head
1638,Arthur Dayne,1,Dornishmen,,283.0,,,,House Dayne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.15384615384615302,0,knight
1639,Arys Oakheart,1,Reach,,300.0,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,1,0.34448160535117,0,knight
1640,Ashara Dayne,0,,,283.0,,,,House Dayne,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0936454849498327,0,noblewoman
1641,Aron Santagar,1,Dornish,,299.0,,,,House Santagar,,1,1,0,1,0,,,,,0,1,,0,0,0,0.0668896321070234,0,knight
1642,Asha Greyjoy,0,Ironborn,275.0,,,,,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1.0,1,1,30.0,0,0,1,0.709030100334448,1,Crew of the Black Wind
1643,Azor Ahai,0,Asshai,,,,,,,Nissa Nissa,0,1,1,1,1,,,,1.0,1,0,,0,0,0,0.11705685618728999,1,hero
1644,Bael the Bard,1,Free folk,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,King-Beyond-the-Wall
1645,Baelor Blacktyde,1,Ironborn,,300.0,,,,House Blacktyde,,0,1,1,1,0,,,,,0,1,,0,0,0,0.060200668896321,0,Lord
1646,Balon Greyjoy,1,,,,,Quellon Greyjoy,Theon Greyjoy,,,0,0,0,0,0,,0.0,1.0,,0,0,,4,1,1,0.7391304347826079,0,head
1647,Ballabar,1,,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1,maester
1648,Baelor I Targaryen,1,,,,Daenaera Velaryon,Aegon III Targaryen,,,,0,0,0,0,0,1.0,0.0,,,0,0,,9,1,1,0.5016722408026749,0,Protectors of the Realm
1649,Balon Swann,1,Stormlander,,,,,,House Swann,,1,1,1,1,1,,,,,0,1,,0,0,0,0.31103678929765805,1,knight
1650,Barba Bracken,0,,155.0,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,100.0,0,0,0,0.0501672240802675,0,Mistresses of Aegon IV Targaryen
1651,Barristan Selmy,1,Westeros,236.0,,,,,House Selmy,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,1.0,1,knight
1652,Barbrey Dustin,0,Northmen,,,,,,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0.0,1,1,,0,0,0,0.163879598662207,1,Lady
1653,Bellegere Otherys,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.040133779264214,1,smuggler
1654,Beardless Dick,0,,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,man
1655,Belwas,1,Meereenese,,,,,,House Targaryen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.14381270903010002,1,colossus
1656,Benjen Stark,1,Northmen,267.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,38.0,5,1,1,0.40133779264214003,1,Rangers of the Night's Watch
1657,Bethany Bracken,0,,156.0,178.0,,,,House Bracken,,0,0,0,0,0,,,,,0,0,22.0,0,0,0,0.0301003344481605,0,Executions
1658,Beric Dondarrion,1,,276.0,299.0,,,,,,1,1,1,1,1,,,,,0,1,23.0,0,0,1,0.43478260869565205,0,Lord
1659,Biter,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.127090301003344,0,Yoren
1660,Bluetooth,1,Ironborn,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,ironborn
1661,Brandon Norrey,1,Northern mountain clans,,,,,,House Norrey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605,1,clan
1662,Bowen Marsh,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.254180602006688,1,Lord
1663,Bonifer Hasty,1,,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0535117056856187,1,knight
1664,Bran the Builder,0,First Men,,,,,,House Stark,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0903010033444816,1,founder
1665,Brynden Rivers,1,Valyrian,175.0,252.0,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77.0,4,1,1,0.605351170568561,0,Albinos
1666,Brynden Tully,1,Rivermen,242.0,,,,,House Tully,,1,1,1,1,1,,,,,0,1,63.0,5,1,1,0.34113712374581895,1,knight
1667,Caleotte,1,,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779264214,1,maester
1668,Cassella Vaith,0,Dornishmen,,,,,,House Vaith,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0100334448160535,1,Mistresses of Aegon IV Targaryen
1669,Cellador,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0334448160535117,1,septon
1670,Chella,0,Vale mountain clans,,,,,,Black Ears,,1,1,1,0,0,,,,,0,0,,0,0,0,0.0367892976588628,1,Tyrion Lannister's household
1671,Cletus Yronwood,1,,,300.0,,,,House Yronwood,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0702341137123745,0,knight
1672,Colemon,1,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0668896321070234,1,service
1673,Corlys Velaryon,1,Valyrian,53.0,132.0,,,,House Velaryon,Rhaenys Targaryen,0,0,0,0,0,,,,0.0,1,1,79.0,0,0,1,0.525083612040133,0,Lord
1674,Criston Cole,1,Stormlands,82.0,130.0,,,,House Cole,,0,0,0,1,0,,,,,0,1,48.0,0,0,1,0.505016722408026,0,knight
1675,Daemon I Blackfyre,1,Valyrian,170.0,196.0,,,,House Blackfyre,Rohanne of Tyrosh,0,0,0,0,0,,,,1.0,1,1,26.0,0,0,0,0.0,0,Bastards
1676,Daemon Targaryen,1,Valyrian,81.0,130.0,,,,House Targaryen,Rhea Royce,0,0,0,0,0,,,,0.0,1,1,49.0,5,1,1,0.668896321070234,0,Blacks
1677,Daenerys Targaryen,0,Valyrian,284.0,,,,,House Targaryen,Drogo,1,1,1,1,1,,,,0.0,1,1,21.0,15,1,1,1.0,1,House
1678,Danny Flint,0,Northmen,,,,,,House Flint,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0234113712374581,1,girl
1679,Daven Lannister,1,Westerman,273.0,,,,,House Lannister,,1,1,1,1,1,,,,,0,1,32.0,0,0,0,0.207357859531772,1,knight
1680,Dick Crabb,1,,,300.0,,,,House Crabb,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0702341137123745,0,soldier
1681,Donal Noye,1,,244.0,300.0,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,56.0,0,0,0,0.140468227424749,0,armorer
1682,Domeric Bolton,1,Northmen,279.0,297.0,,,,House Bolton,,0,1,0,1,1,,,,,0,0,18.0,0,0,0,0.0903010033444816,0,Musicians
1683,Davos Seaworth,1,Westeros,260.0,,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.9698996655518392,1,head
1684,Doreah,0,Lysene,278279.0,299.0,,,,House Targaryen,,1,1,0,0,1,,,,,0,0,-277980.0,0,0,0,0.11036789297658801,0,Lysene
1685,Dorea Sand,0,Dornishmen,291.0,,,,,House Martell,,0,0,0,1,1,,,,,0,0,14.0,1,1,0,0.103678929765886,1,bastard
1686,Dywen,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0936454849498327,1,ranger
1687,Eddard Karstark,1,Northmen,,298.0,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257,0,Nobles
1688,Eddard Stark,1,Northmen,263.0,299.0,,,,House Stark,Catelyn Tully,1,1,1,1,1,,,,1.0,1,1,36.0,6,1,1,1.0,0,head
1689,Elia Sand,0,Dornishmen,285.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,20.0,1,1,0,0.11705685618728999,1,bastard
1690,Edmure Tully,1,Rivermen,267.0,,,,,House Tully,Roslin Frey,1,1,1,1,1,,,,1.0,1,1,38.0,8,1,1,0.655518394648829,1,knight
1691,Elia Martell,0,,256.0,283.0,,,,,Rhaegar Targaryen,1,1,1,1,1,,,,0.0,1,1,27.0,7,1,1,0.441471571906354,0,princess
1692,Emmon Cuy,1,,,299.0,,,,House Cuy,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0367892976588628,0,knight
1693,Eleyna Westerling,0,,287.0,,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18.0,0,0,0,0.0468227424749163,1,Noblewomen
1694,Falena Stokeworth,1,,125.0,,,,,House Stokeworth,Lucas Lothston,0,0,0,0,0,,,,1.0,1,1,100.0,0,0,0,0.0234113712374581,0,noblewoman
1695,Falia Flowers,0,,281.0,,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24.0,0,0,0,0.0267558528428093,1,Bastards
1696,Eustace Osgrey,1,,,,,,,House Osgrey,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.147157190635451,1,knight
1697,Farlen,1,,,299.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698,0,kennelmaster
1698,Falyse Stokeworth,0,,265.0,300.0,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0.0,1,0,35.0,1,1,0,0.10033444816053501,0,heir
1699,Galazza Galare,0,Ghiscari,217.0,,,,,Graces,,0,0,0,0,1,,,,,0,1,88.0,0,0,0,0.0903010033444816,1,Grace
1700,Emmond,1,Ironborn,,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,boy
1701,Garth Hightower,0,,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0501672240802675,1,knight
1702,Gared,1,,231.0,297.0,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66.0,0,0,0,0.0936454849498327,0,ranger
1703,Genna Lannister,0,,245.0,,,,,,Emmon Frey,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.21739130434782603,1,Noblewomen
1704,Garlan Tyrell,1,,277.0,,,,,House Tyrell of Brightwater Keep,Leonette Fossoway,1,1,1,1,1,,,,1.0,1,1,28.0,0,0,0,0.327759197324414,1,knight
1705,Gerion Lannister,1,,255.0,291.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,36.0,0,0,0,0.140468227424749,0,Sailors
1706,Gevin Harlaw,0,Ironborn,,299.0,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0,Nobles
1707,Gerold Dayne,1,Dorne,270.0,,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35.0,0,0,0,0.107023411371237,1,Knight
1708,Godry Farring,1,,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722,1,knight
1709,Gorold Goodbrother,1,Ironborn,,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0802675585284281,1,Lord
1710,Grenn,1,Westeros,281.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.20401337792642102,1,0
1711,Grey Worm,1,,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227424749,1,Daenerys
1712,Greenbeard,1,Tyroshi,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628,1,Outlaws
1713,Groleo,0,Pentoshi,,300.0,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.11036789297658801,0,captain
1714,Grunt,1,Northmen,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093,1,sworn
1715,Gregor Clegane,1,,265.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35.0,1,1,1,0.836120401337792,0,Knight
1716,Gylbert Farwynd,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779264214,1,Lord
