,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity,isAlive
838,Owen (brother of Meribald),1,,,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
839,Owen,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.036789298,smallfolk,1
840,Owen Inchfield,0,,House Inchfield,0,0,0,1,0,0,1,,0,0,0.013377926,knight,1
841,Palla,0,Northmen,House Stark,0,1,0,1,0,0,0,,1,1,0.02006689,smallfolk,1
842,Pate (Old),1,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
843,Pate (Mory),1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
844,Pate (Lancewood),1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
845,Pate (Pinchbottom),0,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,0
846,Pate (Night's Watch),0,,Night's Watch,0,0,0,0,0,0,0,,0,0,0.006688963,smallfolk,1
847,Pate (Shermer's Grove),1,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
848,Pate (Standfast),1,,House Osgrey,0,0,0,0,0,0,0,100,0,0,0.013377926,smallfolk,0
849,Penny Jenny,0,,,0,0,0,0,0,0,0,,0,0,0.003344482,warrior,1
850,Penny,0,,Second Sons,0,0,1,0,1,0,0,24,0,0,0.18729097,smallfolk,1
851,Perros Blackmont,1,Dornish,House Blackmont,0,0,1,1,0,0,0,,0,0,0.02006689,noble,1
852,Perwyn Osgrey,0,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.006688963,lord,1
853,Peter Plumm,1,,House Plumm,0,0,1,1,0,0,1,,0,0,0.026755853,noble,1
854,Plummer,0,,House Ashford,0,0,0,0,0,0,1,,0,0,0,smallfolk,1
855,Poetess,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk,1
856,Pollitor,1,,Alchemists' Guild,0,1,0,0,0,0,1,,0,0,0.010033445,magician,1
857,Porridge,1,,House Baratheon of Dragonstone,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk,1
858,Porther,1,northmen,House Stark,1,1,0,0,0,0,0,,0,0,0.010033445,smallfolk,1
859,Portifer Woodwright,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,knight,1
860,Poul Pemford,1,,House Pemford,0,1,0,0,0,0,0,,0,0,0.006688963,warrior,0
861,Poxy Tym,1,northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.010033445,smallfolk,0
862,Praed,1,,,0,1,0,0,0,0,0,,0,0,0.016722408,warrior,0
863,Puckens,0,,House Lannister,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk,1
864,Pudding,0,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk,1
865,Puddingfoot,0,,Brotherhood without banners,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk,1
866,Qalen,1,,House Greyjoy,0,1,0,1,0,0,1,,0,0,0.010033445,official,1
867,Qarl the Thrall,0,Ironborn,,0,0,0,1,1,0,0,,0,0,0.016722408,warrior,1
868,Qarl Kenning,0,Ironborn,House Kenning of Harlaw,0,0,0,0,1,0,0,,0,0,0.006688963,noble,1
869,Qarl Correy,1,,House Velaryon,0,0,0,0,0,0,1,,0,0,0.026755853,knight,1
870,Qarl Shepherd,0,Ironborn,House Shepherd,0,0,0,0,1,0,0,,0,0,0.006688963,noble,1
871,Qarl Quickaxe,1,Ironmen,,0,0,0,0,1,0,0,,0,0,0.003344482,smallfolk,1
872,Qos,1,,,1,0,0,0,0,0,1,,0,0,0.003344482,warrior,1
873,Quellon Humble,1,Ironborn,House Humble,0,0,0,1,1,0,0,,0,0,0.02006689,warrior,1
874,Quaro,0,Dothraki,,1,0,0,0,1,0,0,,0,0,0.030100334,warrior,0
875,Aelinor Penrose,0,,House Penrose,0,0,0,0,0,1,1,,0,0,0.163879599,official,1
876,Aemon Estermont,1,Stormlands,House Estermont,0,1,1,1,1,0,1,,0,0,0.030100334,knight,1
877,Aemon Rivers,1,,House Frey,0,1,1,1,0,0,1,,0,0,0.033444816,knight,1
878,Aglantine,0,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.013377926,official,1
879,Aladale Wynch,1,Ironborn,House Wynch,0,1,1,0,0,0,1,,0,0,0.02006689,knight,0
880,Albett,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.033444816,warrior,1
881,Albar Royce,1,,House Royce of the Gates of the Moon,1,1,1,1,1,0,1,,0,0,0.033444816,knight,1
882,Alesander Staedmon,0,,House Staedmon,0,1,1,1,0,0,1,,0,0,0.013377926,knight,1
883,Alekyne Florent,1,,House Florent,0,1,1,1,0,0,1,,0,0,0.066889632,noble,1
884,Alesander Frey,0,,House Frey,0,1,1,1,0,0,0,40,0,0,0.143812709,noble,1
885,Alester Norcross,1,,House Norcross,0,1,1,1,0,0,0,15,0,0,0.080267559,noble,1
886,Allard Seaworth,1,,House Seaworth,0,1,1,1,1,0,1,,0,0,0.063545151,warrior,0
887,Allar Deem,1,,City Watch of King's Landing,0,1,0,0,0,0,0,,0,0,0.043478261,warrior,0
888,Alla Tyrell,0,,House Tyrell,0,0,1,1,1,0,0,19,0,0,0.150501672,noble,1
889,Alyn Cockshaw,1,,House Cockshaw,0,0,0,0,0,0,1,,0,0,0.040133779,knight,0
890,Alyce Graceford,0,,House Graceford,0,0,1,1,1,0,1,,0,0,0.023411371,noble,1
891,Alyn Connington,0,,House Connington,0,0,1,1,0,0,1,,0,0,0.060200669,lord,1
892,Alyn Ambrose,1,,House Ambrose,0,1,1,1,1,0,0,,0,0,0.033444816,noble,1
893,Alyn Estermont,1,Stormlands,House Estermont,0,1,1,1,1,0,1,,0,0,0.026755853,knight,1
894,Alyn Stackspear,0,,House Stackspear,1,1,1,1,1,0,1,,0,0,0.026755853,noble,1
895,Alyn Frey,1,,House Frey,0,1,1,1,0,0,0,10,0,0,0.137123746,noble,1
896,Alyn Haigh,0,,House Haigh,0,1,1,1,0,0,0,49,0,0,0.073578595,noble,1
897,Alysanne Bulwer,0,,House Bulwer,0,0,1,1,1,0,1,14,0,0,0.153846154,noble,1
898,Alysanne Lefford,0,,House Lefford,0,0,0,1,1,0,1,,0,0,0.013377926,noble,1
899,Alys Frey,0,,House Frey,0,1,1,1,0,1,0,,0,0,0.066889632,noble,1
900,Alyssa Blackwood,0,,House Blackwood,0,1,1,1,1,1,1,,0,0,0.096989967,noble,0
901,Alyx Frey,0,,House Frey,0,1,1,1,0,0,0,23,0,0,0.143812709,noble,1
902,Amarei Crakehall,0,,House Crakehall,0,1,1,1,1,1,0,19,0,0,0.153846154,noble,0
903,Ambrose Butterwell,1,,House Butterwell,0,0,0,0,0,1,1,100,0,0,0.414715719,official,0
904,Andar Royce,1,Valemen,House Royce,1,1,1,1,1,0,1,,0,0,0.040133779,noble,1
905,Andros Brax,1,,House Brax,1,0,1,0,0,0,1,,0,0,0.053511706,noble,0
906,Antario Jast,1,,House Jast,0,1,1,1,1,1,1,,0,0,0.080267559,noble,1
907,Andrew Estermont,1,,House Estermont,0,1,1,1,1,0,1,,0,0,0.036789298,knight,1
908,Annara Farring,0,,House Farring,0,1,1,1,1,1,1,,0,0,0.063545151,noble,1
909,Ardrian Celtigar,1,,House Celtigar,0,1,1,0,0,0,1,76,0,0,0.043478261,knight,1
910,Anya Waynwood,0,,House Waynwood,1,1,1,1,1,0,1,,0,0,0.086956522,lord,1
911,Androw Frey,1,,House Frey,0,1,1,1,0,0,0,10,0,0,0.133779264,noble,1
912,Armond Caswell,1,,House Caswell,0,0,0,0,0,0,1,,0,0,0.006688963,warrior,1
913,Arthur Ambrose,1,,House Ambrose,0,0,1,1,1,1,1,,0,0,0.060200669,noble,1
914,Arthor Karstark,1,Northmen,House Karstark,0,0,0,0,1,0,0,,0,0,0.043478261,warrior,1
915,Arwyn Frey,0,,House Frey,0,1,1,1,1,0,0,20,0,0,0.046822742,noble,1
916,Artos Stark,1,Northmen,House Stark,0,1,0,0,1,1,0,,0,0,0.10367893,noble,1
917,Arwood Frey,1,,House Frey,0,1,1,1,0,1,1,42,0,0,0.163879599,knight,1
918,Lord Ashford,1,Reach,House Ashford,0,0,0,0,0,0,1,,0,0,0.010033445,noble,1
919,Azzak,0,Ghiscari,House of Ghazeen,0,0,0,0,1,0,1,,0,0,0.016722408,noble,1
920,Baelor Hightower,1,,House Hightower,0,0,1,1,0,1,1,,0,0,0.066889632,knight,1
921,Balman Byrch,1,,House Byrch,0,0,1,1,1,1,1,,0,0,0.073578595,knight,0
922,Barth,1,,Faith of the Seven,0,0,1,1,1,0,0,,0,0,0.35451505,official,0
923,Bayard Norcross,0,,House Norcross,0,0,0,1,1,0,1,,0,0,0.02006689,knight,1
924,Bedwyck,1,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.050167224,knight,1
925,Barthogan Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.127090301,lord,1
926,Bellena Hawick,0,,House Hawick,0,1,1,1,0,1,0,,0,0,0.133779264,noble,1
927,Benedar Belmore,1,,House Belmore,0,0,0,1,1,0,1,,0,0,0.026755853,lord,1
928,Benedict Broom,0,,House Broom,0,1,1,1,1,0,1,,0,0,0.02006689,official,1
929,Bennard Brune,1,,House Brune of Brownhollow,0,0,0,1,0,0,1,,0,0,0.010033445,knight,1
930,Benfrey Frey,1,,House Frey,0,1,1,1,1,1,1,28,0,0,0.073578595,knight,0
931,Beren Tallhart,1,Northmen,House Tallhart,0,1,1,1,1,0,0,16,0,0,0.070234114,noble,1
932,Berena Hornwood,0,Northmen,House Hornwood,0,1,1,1,1,1,0,,0,0,0.063545151,noble,1
933,Beth Cassel,0,Northmen,House Cassel,1,1,1,1,1,0,0,16,0,0,0.070234114,noble,1
934,Beron Stark,1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.234113712,lord,1
935,Bhakaz zo Loraq,1,Ghiscari,House of Loraq,0,0,0,0,1,0,1,,0,0,0.003344482,noble,1
936,Bethany Redwyne,0,,House Redwyne,1,0,0,0,0,1,1,,0,0,0.060200669,noble,1
937,Bethany Rosby,0,,House Rosby,0,1,1,1,1,1,1,17,0,0,0.066889632,noble,0
938,Black Bernarr,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.02006689,warrior,1
939,Betharios of Braavos,0,,House Frey,0,1,1,1,0,1,0,,0,0,0.140468227,noble,1
940,Boremund Harlaw,1,Ironborn,House Harlaw of Harridan Hill,0,0,0,1,1,0,1,,0,0,0.063545151,noble,1
941,Bradamar Frey,1,,House Frey,0,1,1,1,0,0,0,16,0,0,0.140468227,noble,1
942,Branston Cuy,0,,House Cuy,0,0,0,1,0,0,1,,0,0,0.006688963,noble,1
943,Brandon Tallhart,1,Northmen,House Tallhart,0,1,1,1,1,0,0,21,0,0,0.060200669,noble,1
944,Bryan Fossoway,1,,House Fossoway of Cider Hall,0,1,0,0,0,0,1,,0,0,0.026755853,knight,0
945,Bryan Frey,1,,House Frey,0,1,1,1,0,0,0,24,0,0,0.100334448,noble,1
946,Bryen Farring,1,,House Farring,0,1,1,1,1,0,0,,0,0,0.033444816,noble,0
947,Bryen Caron,1,,House Caron,0,0,0,0,0,0,1,,0,0,0.026755853,lord,0
948,Burton Crakehall,1,,House Crakehall,1,1,1,1,0,0,1,,0,0,0.036789298,knight,0
949,Craghas Drahar,1,Myrish,Kingdom of the Three Daughters,0,0,0,0,0,0,0,,0,0,0.016722408,noble,0
950,Carolei Waynwood,0,,House Waynwood,0,1,1,1,0,1,0,,0,0,0.140468227,noble,1
951,Lord Caswell,1,,House Caswell,0,0,0,0,1,0,1,,0,0,0.013377926,noble,1
952,Cayn,1,Northmen,House Stark,1,1,0,0,0,0,0,,0,0,0.030100334,smallfolk,0
953,Cerenna Lannister,0,,House Lannister,1,1,1,1,1,0,0,,0,0,0.070234114,noble,1
954,Cersei Frey,0,,House Frey,0,1,1,1,0,0,0,13,0,0,0.133779264,noble,1
955,Chayle,1,,,1,1,1,0,0,0,0,,0,0,0.063545151,official,0
956,Clarent Crakehall,0,,House Crakehall,0,0,0,0,0,0,1,,0,0,0.010033445,knight,0
957,Clement Crabb,1,,House Crabb,0,0,0,1,0,0,1,,0,0,0.013377926,knight,1
958,Clement Piper,1,Rivermen,House Piper,1,0,1,1,1,0,1,,0,0,0.070234114,noble,1
959,Cley Cerwyn,1,Northmen,House Cerwyn,0,1,1,1,1,0,1,15,1,1,0.073578595,noble,0
960,Clubfoot Karl,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.026755853,warrior,0
961,Conwy,0,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.026755853,warrior,1
962,Colin Florent,0,,House Florent,0,1,1,1,0,0,1,,0,0,0.08361204,knight,1
963,Colmar Frey,1,,House Frey,0,1,1,1,1,0,0,17,0,0,0.046822742,noble,1
964,Corliss Penny,0,,House Penny,0,0,0,1,1,0,1,,0,0,0.023411371,knight,1
965,Creighton Redfort,0,Valemen,House Redfort,0,0,0,1,1,0,1,,0,0,0.023411371,knight,1
966,Cuger,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.006688963,warrior,1
967,Cregan Stark,1,Northmen,House Stark,1,1,0,0,0,1,1,,0,0,0.484949833,lord,0
968,Cyrenna Swann,0,,House Swann,0,1,1,1,1,1,0,13,0,0,0.076923077,noble,0
969,Cynthea Frey,0,,House Frey,0,1,1,1,0,0,0,15,0,0,0.143812709,noble,1
970,Daegon Shepherd,0,Ironborn,House Shepherd,0,0,0,1,1,0,0,,0,0,0.016722408,warrior,1
971,Daeron Vaith,0,Dornish,House Vaith,0,0,0,1,1,0,1,,0,0,0.010033445,noble,1
972,Dafyn Vance,0,,House Vance,0,1,1,1,0,1,1,,0,0,0.10367893,knight,1
973,Dagon Greyjoy,1,Ironborn,House Greyjoy,0,0,0,1,1,0,1,,0,0,0.073578595,lord,1
974,Dalbridge,1,,Night's Watch,0,1,1,1,1,0,0,45,0,0,0.050167224,warrior,0
975,Damon Paege,1,,House Paege,0,1,1,1,0,0,1,,0,0,0.02006689,knight,1
976,Damon Shett,0,,House Shett of Gull Tower,0,0,0,1,0,0,1,,0,0,0.010033445,knight,1
977,Damon Vypren,0,,House Vypren,0,1,1,1,0,0,1,40,0,0,0.157190635,knight,1
978,Dancy,0,,Chataya's brothel,0,1,1,1,1,0,0,,0,0,0.040133779,smallfolk,1
979,Dareon,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.16722408,warrior,0
980,Darlessa Marbrand,0,,House Marbrand,1,1,1,0,1,1,0,,0,0,0.08361204,noble,1
981,Daryn Hornwood,1,Northmen,House Hornwood,1,0,0,0,1,0,0,,0,0,0.086956522,noble,0
982,Danwell Frey,1,,House Frey,1,1,1,1,1,1,1,53,0,0,0.180602007,knight,1
983,Deana Hardyng,0,,House Hardyng,0,1,1,1,0,1,0,,0,0,0.096989967,noble,1
984,Delena Florent,0,,House Florent,0,1,1,1,0,1,0,,0,0,0.117056856,noble,1
985,Della Frey,0,,House Frey,0,1,1,1,0,0,0,9,0,0,0.050167224,noble,1
986,Delp,0,,House Tully,0,1,1,1,1,0,0,,0,0,0.013377926,smallfolk,0
987,Delonne Allyrion,0,Dornish,House Allyrion,0,0,1,1,1,0,1,,0,0,0.026755853,noble,1
988,Denys Darklyn,1,,House Darklyn,0,0,0,1,0,1,1,,0,0,0.056856187,noble,1
989,Denys Arryn,0,,House Arryn,0,0,1,1,0,0,1,,0,0,0.08361204,knight,0
990,Dermot,0,,House Baratheon of Dragonstone,0,1,1,1,0,0,1,,0,0,0.023411371,knight,1
991,Desmond,0,,House Stark,1,1,0,0,1,0,0,,0,0,0.043478261,smallfolk,0
992,Desmond Redwyne,1,,House Redwyne,0,0,0,1,0,1,1,,0,0,0.076923077,noble,1
993,Deziel Dalt,1,,House Dalt,0,0,1,1,1,0,1,,0,0,0.026755853,knight,1
994,Dickon Tarly,1,,House Tarly,1,0,0,1,1,1,0,18,0,0,0.10367893,noble,1
995,Dickon Frey,1,,House Frey,0,1,1,1,0,0,0,11,0,0,0.086956522,noble,1
996,Dirk,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.043478261,warrior,0
997,Dolf,0,Vale mountain clans,Stone Crows,1,1,0,0,1,0,0,,0,0,0.016722408,smallfolk,1
998,Donnel Haigh,1,,House Haigh,0,1,1,1,0,0,1,50,0,0,0.086956522,knight,1
999,Donnel of Duskendale,1,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.036789298,knight,1
1000,Donnel Locke,0,,House Locke,0,1,1,1,0,0,1,,0,0,0.036789298,noble,0
1001,Donnel Waynwood,0,,House Waynwood,1,1,1,1,1,0,1,28,0,0,0.060200669,knight,1
1002,Donnor Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.080267559,lord,1
1003,Dormund,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.026755853,smallfolk,0
1004,Duram Bar Emmon,0,,House Bar Emmon,0,1,1,1,0,0,1,21,0,0,0.026755853,noble,1
1005,Ebben,1,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.043478261,warrior,0
1006,Edderion Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king,1
1007,Edmyn Tully,1,Rivermen,House Tully,1,0,1,0,0,0,1,,0,0,0.357859532,lord,1
1008,Eddara Tallhart,0,Northmen,House Tallhart,0,1,1,1,1,0,1,16,0,0,0.040133779,noble,1
1009,Edrick Stark,1,Northmen,House Stark,0,1,0,0,1,0,1,,0,0,0.026755853,king,1
1010,Edwyd Fossoway,1,,House Fossoway of Cider Hall,0,1,0,0,0,0,1,,0,0,0.023411371,knight,0
1011,Edwyn Stark,0,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king,1
1012,Edwyle Stark,1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.107023411,lord,1
1013,Elder Brother,1,,Faith of the Seven,0,0,0,1,0,0,1,50,0,0,0.076923077,smallfolk,1
1014,Elbert Arryn,1,,House Arryn,0,1,0,1,0,0,1,,0,0,0.046822742,official,0
1015,Eleanor Mooton,0,,House Mooton,0,0,0,1,1,1,0,19,0,0,0.030100334,noble,1
1016,Ellery Vance,1,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0,0.026755853,knight,1
1017,Elron,0,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.013377926,warrior,1
1018,Elinor Tyrell,0,,House Tyrell,0,0,1,1,1,0,0,19,0,0,0.163879599,noble,1
1019,Elmar Frey,1,,House Frey,1,1,1,1,1,0,0,15,0,0,0.066889632,noble,1
1020,Elwood,0,,House Tully,0,0,1,1,1,0,0,,0,0,0.016722408,smallfolk,0
1021,Elwood Meadows,1,Reach,House Meadows,0,1,1,1,1,0,1,27,0,0,0.050167224,noble,1
1022,Elyana Vypren,0,,House Vypren,0,1,1,1,0,1,0,41,0,0,0.160535117,noble,1
1023,Elyn Norridge,0,,House Norridge,0,0,1,1,0,1,0,,0,0,0.127090301,noble,1
1024,Emberlei Frey,0,,House Frey,0,1,1,1,0,0,0,9,0,0,0.080267559,noble,1
1025,Endrew Tarth,1,,House Tarth,1,1,1,0,0,0,1,,0,0,0.066889632,official,0
1026,Eroeh,0,Lhazareen,,1,1,0,0,1,0,0,,0,0,0.033444816,smallfolk,0
1027,Eon Hunter,1,,House Hunter,1,1,1,1,1,0,1,,0,0,0.046822742,noble,0
1028,Ermesande Hayford,0,,House Hayford,0,1,1,1,1,1,1,7,0,0,0.113712375,noble,1
1029,Erena Glover,0,Northmen,House Glover,0,1,1,1,0,0,0,8,0,0,0.053511706,noble,1
1030,Erren Florent,1,,House Florent,0,1,1,1,0,0,1,,0,0,0.086956522,knight,1
1031,Eustace Brune,1,,House Brune of the Dyre Den,0,0,0,1,0,0,1,,0,0,0.016722408,noble,1
1032,Eustace Hunter,0,,House Hunter,0,0,0,1,1,0,1,,0,0,0.023411371,knight,1
1033,Eyron Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king,1
1034,Ferrego Antaryon,1,Braavosi,,0,0,0,1,1,0,1,,0,0,0.016722408,lord,1
1035,Forley Prester,1,,House Prester,1,1,1,1,0,0,1,,0,0,0.063545151,noble,1
1036,Franklyn Fowler,1,Dornishmen,House Fowler,0,0,0,1,1,0,1,,0,0,0.02006689,noble,1
1037,Flement Brax,1,,House Brax,1,1,1,1,1,1,1,,0,0,0.140468227,knight,1
1038,Frenken,0,,,0,1,1,1,1,0,1,,0,0,0.043478261,official,1
1039,Franklyn Frey,1,Rivermen,House Frey,0,0,0,0,0,0,1,,0,0,0.036789298,knight,1
1040,Gareth Clifton,1,,House Clifton,0,0,0,1,0,1,1,,0,0,0.013377926,knight,1
1041,Garrison Prester,1,,House Prester,0,0,0,1,1,0,1,,0,0,0.013377926,noble,1
1042,Garth of Greenaway,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.030100334,warrior,0
1043,Garrett Flowers,0,,House Tyrell,1,1,1,1,1,0,0,,0,0,0.130434783,smallfolk,1
1044,Garse Goodbrook,1,,House Goodbrook,0,1,1,1,0,1,1,,0,0,0.066889632,knight,1
1045,Garse Flowers,1,,House Tyrell,1,1,1,1,1,0,0,,0,0,0.130434783,smallfolk,1
1046,Garth Greenfield,0,Westerman,House Greenfield,1,0,1,1,1,0,1,,0,0,0.030100334,knight,1
1047,Garth Greyfeather,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.050167224,warrior,0
1048,Gawen Swann,1,,House Swann,0,0,0,0,0,0,1,100,0,0,0.016722408,noble,0
1049,Gawen Glover,1,Northmen,House Glover,0,1,1,1,0,0,0,10,0,0,0.046822742,noble,1
1050,Gawen Wylde,1,,House Wylde,0,1,0,0,0,0,1,,0,0,0.013377926,official,0
1051,Garth Tyrell,1,,House Tyrell,1,1,1,1,1,0,1,,0,0,0.163879599,noble,1
1052,Gendel,1,Free Folk,,0,1,1,0,0,0,1,,0,0,0.056856187,king,1
1053,Gawen Westerling,1,Westermen,House Westerling,1,1,1,1,1,1,1,,0,0,0.08361204,knight,1
1054,Gerald Gower,0,,House Gower,0,0,1,1,1,0,1,,0,0,0.023411371,knight,1
1055,Gerold Grafton,1,,House Grafton,0,0,0,1,1,0,1,,0,0,0.023411371,noble,1
1056,Gerardys,1,,Blacks,0,0,1,0,0,0,1,,0,0,0.023411371,official,0
1057,Gilbert Farring,1,,House Farring,0,0,1,1,1,0,1,,0,0,0.046822742,knight,1
1058,Glendon Hewett,1,,House Hewett,0,0,1,1,1,0,1,,0,0,0.026755853,official,1
1059,Gilwood Hunter,1,,House Hunter,0,0,1,1,1,0,1,55,0,0,0.040133779,lord,1
1060,Godric Borrell,1,Sistermen,House Borrell,0,0,0,1,1,0,1,,0,0,0.086956522,noble,1
1061,Goodwin,1,,House Tarth,0,0,0,1,0,0,1,,0,0,0.006688963,official,1
1062,Gormon Peake,1,,House Peake,0,0,0,0,0,0,1,,0,0,0.060200669,official,0
1063,Gorne,1,Free Folk,,0,1,1,0,0,0,1,,0,0,0.053511706,king,1
1064,Gormon Tyrell,1,,Citadel,1,1,1,1,1,0,1,,0,0,0.153846154,official,1
1065,Grazdan mo Eraz,0,Ghiscari,Wise Masters,0,0,1,1,1,0,0,,0,0,0.023411371,official,1
1066,Grazdan mo Ullhor,1,Astapori,Good Masters,0,0,1,0,0,0,1,,0,0,0.030100334,official,0
1067,Grazdar zo Galare,1,Ghiscari,House of Galare,0,0,0,0,1,0,1,,0,0,0.010033445,noble,1
1068,Grubbs,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.02006689,warrior,0
1069,Gueren,1,,Night's Watch,1,1,1,1,0,0,0,,0,0,0.013377926,warrior,1
1070,Guncer Sunglass,1,,House Sunglass,0,1,1,0,0,0,1,,0,0,0.040133779,official,0
1071,Gulian Swann,1,,House Swann,0,1,1,0,0,0,1,46,0,0,0.033444816,knight,1
1072,Guthor Grimm,1,,House Grimm,0,0,0,1,1,0,1,,0,0,0.016722408,noble,1
1073,Gunthor Hightower,0,,House Hightower,0,0,0,1,0,1,1,,0,0,0.053511706,official,1
1074,Gyldayn,1,,The Citadel,0,0,0,0,0,0,1,,0,0,0.157190635,official,1
1075,Gwayne Hightower,1,,House Hightower,0,0,0,0,0,0,1,42,0,0,0.050167224,knight,0
1076,Hairy Hal,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.033444816,warrior,0
1077,Hake,1,,Night's Watch,1,1,1,0,0,0,0,,0,0,0.026755853,smallfolk,0
1078,Halder,1,,Night's Watch,1,1,1,1,1,0,0,24,0,0,0.060200669,warrior,1
1079,Hallis Mollen,1,Northmen,House Mollen,1,1,1,1,0,0,1,,0,0,0.070234114,warrior,1
1080,Halmon Paege,1,,House Paege,0,1,1,1,1,0,1,,0,0,0.016722408,knight,1
1081,Harbert,1,,House Baratheon,0,1,0,0,0,0,1,,0,0,0.023411371,noble,1
1082,Harlan Hunter,1,,House Hunter,1,0,0,1,1,0,1,,0,0,0.026755853,knight,1
1083,Harlen Tyrell,1,Reach,House Tyrell,1,0,0,0,0,0,1,,0,0,0.063545151,noble,0
1084,Harmond Umber,0,Northmen,House Umber,1,0,0,0,0,0,1,,0,0,0.016722408,noble,1
1085,Harmune,1,,Night's Watch,0,0,1,1,1,0,1,,0,0,0.043478261,official,1
1086,Harrold Westerling,1,Westermen,House Westerling,0,0,0,0,0,0,1,,0,0,0.27090301,lord,0
1087,Harwood Fell,1,,House Fell,0,0,0,1,1,0,1,,0,0,0.030100334,noble,0
1088,Harwin Strong,1,,House Strong,0,0,0,0,0,0,1,30,0,0,0.086956522,knight,0
1089,Harwood Stout,1,Northmen,House Stout,0,0,0,1,1,0,1,,0,0,0.053511706,noble,1
1090,Harys Haigh,1,,House Haigh,0,1,1,1,0,0,1,51,0,0,0.090301003,knight,1
1091,Helman Tallhart,1,Northmen,House Tallhart,1,1,1,1,1,0,1,,0,0,0.130434783,noble,0
1092,Lord Commander Hoare,1,,House Hoare,1,0,0,0,0,0,1,,0,0,0.060200669,lord,1
1093,Hobber Redwyne,1,Reach,House Redwyne,1,1,1,1,1,0,1,,0,0,0.214046823,knight,1
1094,Hoarfrost Umber,1,Northmen,House Umber,0,0,0,0,1,0,1,,0,0,0.02006689,noble,1
1095,Hosman Norcross,1,,House Norcross,0,1,1,1,0,1,1,,0,0,0.076923077,knight,1
1096,Hoster Frey,1,,House Frey,0,1,1,1,0,0,0,18,0,0,0.090301003,noble,1
1097,Horas Redwyne,1,Reach,House Redwyne,1,1,1,1,1,0,1,,0,0,0.217391304,knight,1
1098,Hubard Rambton,1,,House Rambton,0,1,1,0,0,0,1,,0,0,0.02006689,knight,0
1099,Horton Redfort,1,Valemen,House Redfort,0,0,1,1,1,0,1,,0,0,0.046822742,lord,1
1100,Hotho Harlaw,1,Ironborn,House Harlaw of the Tower of Glimmering,0,0,0,1,1,0,1,,0,0,0.076923077,warrior,1
1101,Hugo Wull,1,Northern mountain clans,House Wull,0,0,0,1,1,0,1,,0,0,0.036789298,noble,1
1102,Hugor of the Hill,1,Andals,,0,0,0,0,1,0,1,,0,0,0.050167224,king,1
1103,Hugo Vance,1,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0,0.026755853,knight,1
1104,Hullen,1,Northmen,House Stark,1,1,1,0,1,0,1,,0,0,0.060200669,official,0
1105,Humfrey Beesbury,1,,House Beesbury,0,0,0,0,0,0,1,,0,0,0.026755853,knight,0
1106,Humfrey Hardyng,1,,House Hardyng,0,0,0,0,0,0,1,,0,0,0.053511706,knight,0
1107,Humfrey Swyft,0,,House Swyft,0,0,0,1,1,0,1,,0,0,0.010033445,knight,1
