,name,male,culture,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,popularity,identity
839,Owen,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.036789298,smallfolk
840,Owen Inchfield,0,,House Inchfield,0,0,0,1,0,0,1,,0,0,0.013377926,knight
841,Palla,0,Northmen,House Stark,0,1,0,1,0,0,0,,1,1,0.02006689,smallfolk
842,Pate (Old),1,,,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk
843,Pate (Mory),1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
844,Pate (Lancewood),1,,,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
845,Pate (Pinchbottom),0,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk
846,Pate (Night's Watch),0,,Night's Watch,0,0,0,0,0,0,0,,0,0,0.006688963,smallfolk
847,Pate (Shermer's Grove),1,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk
848,Pate (Standfast),1,,House Osgrey,0,0,0,0,0,0,0,100,0,0,0.013377926,smallfolk
849,Penny Jenny,0,,,0,0,0,0,0,0,0,,0,0,0.003344482,warrior
850,Penny,0,,Second Sons,0,0,1,0,1,0,0,24,0,0,0.18729097,smallfolk
851,Perros Blackmont,1,Dornish,House Blackmont,0,0,1,1,0,0,0,,0,0,0.02006689,noble
852,Perwyn Osgrey,0,,House Osgrey,0,0,0,0,0,0,1,,0,0,0.006688963,lord
853,Peter Plumm,1,,House Plumm,0,0,1,1,0,0,1,,0,0,0.026755853,noble
854,Plummer,0,,House Ashford,0,0,0,0,0,0,1,,0,0,0,smallfolk
855,Poetess,0,Braavosi,,0,0,0,1,0,0,0,,0,0,0.010033445,smallfolk
857,Porridge,1,,House Baratheon of Dragonstone,0,0,1,0,0,0,0,,0,0,0.006688963,smallfolk
858,Porther,1,northmen,House Stark,1,1,0,0,0,0,0,,0,0,0.010033445,smallfolk
859,Portifer Woodwright,0,,,0,0,0,1,0,0,1,,0,0,0.010033445,knight
861,Poxy Tym,1,northmen,House Stark,0,1,0,0,0,0,0,,0,0,0.010033445,smallfolk
862,Praed,1,,,0,1,0,0,0,0,0,,0,0,0.016722408,warrior
863,Puckens,0,,House Lannister,0,0,0,1,0,0,0,,0,0,0.013377926,smallfolk
864,Pudding,0,,,0,0,0,0,0,0,0,,0,0,0.003344482,smallfolk
865,Puddingfoot,0,,Brotherhood without banners,0,0,1,0,0,0,0,,0,0,0.003344482,smallfolk
866,Qalen,1,,House Greyjoy,0,1,0,1,0,0,1,,0,0,0.010033445,official
867,Qarl the Thrall,0,Ironborn,,0,0,0,1,1,0,0,,0,0,0.016722408,warrior
868,Qarl Kenning,0,Ironborn,House Kenning of Harlaw,0,0,0,0,1,0,0,,0,0,0.006688963,noble
869,Qarl Correy,1,,House Velaryon,0,0,0,0,0,0,1,,0,0,0.026755853,knight
870,Qarl Shepherd,0,Ironborn,House Shepherd,0,0,0,0,1,0,0,,0,0,0.006688963,noble
871,Qarl Quickaxe,1,Ironmen,,0,0,0,0,1,0,0,,0,0,0.003344482,smallfolk
872,Qos,1,,,1,0,0,0,0,0,1,,0,0,0.003344482,warrior
873,Quellon Humble,1,Ironborn,House Humble,0,0,0,1,1,0,0,,0,0,0.02006689,warrior
875,Aelinor Penrose,0,,House Penrose,0,0,0,0,0,1,1,,0,0,0.163879599,official
876,Aemon Estermont,1,Stormlands,House Estermont,0,1,1,1,1,0,1,,0,0,0.030100334,knight
877,Aemon Rivers,1,,House Frey,0,1,1,1,0,0,1,,0,0,0.033444816,knight
878,Aglantine,0,,Faith of the Seven,0,0,0,1,1,0,0,,0,0,0.013377926,official
879,Aladale Wynch,1,Ironborn,House Wynch,0,1,1,0,0,0,1,,0,0,0.02006689,knight
880,Albett,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.033444816,warrior
881,Albar Royce,1,,House Royce of the Gates of the Moon,1,1,1,1,1,0,1,,0,0,0.033444816,knight
882,Alesander Staedmon,0,,House Staedmon,0,1,1,1,0,0,1,,0,0,0.013377926,knight
883,Alekyne Florent,1,,House Florent,0,1,1,1,0,0,1,,0,0,0.066889632,noble
884,Alesander Frey,0,,House Frey,0,1,1,1,0,0,0,40,0,0,0.143812709,noble
885,Alester Norcross,1,,House Norcross,0,1,1,1,0,0,0,15,0,0,0.080267559,noble
886,Allard Seaworth,1,,House Seaworth,0,1,1,1,1,0,1,,0,0,0.063545151,warrior
887,Allar Deem,1,,City Watch of King's Landing,0,1,0,0,0,0,0,,0,0,0.043478261,warrior
888,Alla Tyrell,0,,House Tyrell,0,0,1,1,1,0,0,19,0,0,0.150501672,noble
889,Alyn Cockshaw,1,,House Cockshaw,0,0,0,0,0,0,1,,0,0,0.040133779,knight
890,Alyce Graceford,0,,House Graceford,0,0,1,1,1,0,1,,0,0,0.023411371,noble
891,Alyn Connington,0,,House Connington,0,0,1,1,0,0,1,,0,0,0.060200669,lord
892,Alyn Ambrose,1,,House Ambrose,0,1,1,1,1,0,0,,0,0,0.033444816,noble
893,Alyn Estermont,1,Stormlands,House Estermont,0,1,1,1,1,0,1,,0,0,0.026755853,knight
894,Alyn Stackspear,0,,House Stackspear,1,1,1,1,1,0,1,,0,0,0.026755853,noble
895,Alyn Frey,1,,House Frey,0,1,1,1,0,0,0,10,0,0,0.137123746,noble
896,Alyn Haigh,0,,House Haigh,0,1,1,1,0,0,0,49,0,0,0.073578595,noble
897,Alysanne Bulwer,0,,House Bulwer,0,0,1,1,1,0,1,14,0,0,0.153846154,noble
898,Alysanne Lefford,0,,House Lefford,0,0,0,1,1,0,1,,0,0,0.013377926,noble
899,Alys Frey,0,,House Frey,0,1,1,1,0,1,0,,0,0,0.066889632,noble
900,Alyssa Blackwood,0,,House Blackwood,0,1,1,1,1,1,1,,0,0,0.096989967,noble
901,Alyx Frey,0,,House Frey,0,1,1,1,0,0,0,23,0,0,0.143812709,noble
902,Amarei Crakehall,0,,House Crakehall,0,1,1,1,1,1,0,19,0,0,0.153846154,noble
903,Ambrose Butterwell,1,,House Butterwell,0,0,0,0,0,1,1,100,0,0,0.414715719,official
904,Andar Royce,1,Valemen,House Royce,1,1,1,1,1,0,1,,0,0,0.040133779,noble
905,Andros Brax,1,,House Brax,1,0,1,0,0,0,1,,0,0,0.053511706,noble
906,Antario Jast,1,,House Jast,0,1,1,1,1,1,1,,0,0,0.080267559,noble
907,Andrew Estermont,1,,House Estermont,0,1,1,1,1,0,1,,0,0,0.036789298,knight
908,Annara Farring,0,,House Farring,0,1,1,1,1,1,1,,0,0,0.063545151,noble
909,Ardrian Celtigar,1,,House Celtigar,0,1,1,0,0,0,1,76,0,0,0.043478261,knight
910,Anya Waynwood,0,,House Waynwood,1,1,1,1,1,0,1,,0,0,0.086956522,lord
911,Androw Frey,1,,House Frey,0,1,1,1,0,0,0,10,0,0,0.133779264,noble
912,Armond Caswell,1,,House Caswell,0,0,0,0,0,0,1,,0,0,0.006688963,warrior
913,Arthur Ambrose,1,,House Ambrose,0,0,1,1,1,1,1,,0,0,0.060200669,noble
914,Arthor Karstark,1,Northmen,House Karstark,0,0,0,0,1,0,0,,0,0,0.043478261,warrior
915,Arwyn Frey,0,,House Frey,0,1,1,1,1,0,0,20,0,0,0.046822742,noble
916,Artos Stark,1,Northmen,House Stark,0,1,0,0,1,1,0,,0,0,0.10367893,noble
917,Arwood Frey,1,,House Frey,0,1,1,1,0,1,1,42,0,0,0.163879599,knight
918,Lord Ashford,1,Reach,House Ashford,0,0,0,0,0,0,1,,0,0,0.010033445,noble
919,Azzak,0,Ghiscari,House of Ghazeen,0,0,0,0,1,0,1,,0,0,0.016722408,noble
920,Baelor Hightower,1,,House Hightower,0,0,1,1,0,1,1,,0,0,0.066889632,knight
921,Balman Byrch,1,,House Byrch,0,0,1,1,1,1,1,,0,0,0.073578595,knight
922,Barth,1,,Faith of the Seven,0,0,1,1,1,0,0,,0,0,0.35451505,official
923,Bayard Norcross,0,,House Norcross,0,0,0,1,1,0,1,,0,0,0.02006689,knight
924,Bedwyck,1,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.050167224,knight
925,Barthogan Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.127090301,lord
926,Bellena Hawick,0,,House Hawick,0,1,1,1,0,1,0,,0,0,0.133779264,noble
927,Benedar Belmore,1,,House Belmore,0,0,0,1,1,0,1,,0,0,0.026755853,lord
928,Benedict Broom,0,,House Broom,0,1,1,1,1,0,1,,0,0,0.02006689,official
929,Bennard Brune,1,,House Brune of Brownhollow,0,0,0,1,0,0,1,,0,0,0.010033445,knight
930,Benfrey Frey,1,,House Frey,0,1,1,1,1,1,1,28,0,0,0.073578595,knight
931,Beren Tallhart,1,Northmen,House Tallhart,0,1,1,1,1,0,0,16,0,0,0.070234114,noble
932,Berena Hornwood,0,Northmen,House Hornwood,0,1,1,1,1,1,0,,0,0,0.063545151,noble
933,Beth Cassel,0,Northmen,House Cassel,1,1,1,1,1,0,0,16,0,0,0.070234114,noble
934,Beron Stark,1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.234113712,lord
935,Bhakaz zo Loraq,1,Ghiscari,House of Loraq,0,0,0,0,1,0,1,,0,0,0.003344482,noble
936,Bethany Redwyne,0,,House Redwyne,1,0,0,0,0,1,1,,0,0,0.060200669,noble
937,Bethany Rosby,0,,House Rosby,0,1,1,1,1,1,1,17,0,0,0.066889632,noble
938,Black Bernarr,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.02006689,warrior
939,Betharios of Braavos,0,,House Frey,0,1,1,1,0,1,0,,0,0,0.140468227,noble
940,Boremund Harlaw,1,Ironborn,House Harlaw of Harridan Hill,0,0,0,1,1,0,1,,0,0,0.063545151,noble
941,Bradamar Frey,1,,House Frey,0,1,1,1,0,0,0,16,0,0,0.140468227,noble
942,Branston Cuy,0,,House Cuy,0,0,0,1,0,0,1,,0,0,0.006688963,noble
943,Brandon Tallhart,1,Northmen,House Tallhart,0,1,1,1,1,0,0,21,0,0,0.060200669,noble
944,Bryan Fossoway,1,,House Fossoway of Cider Hall,0,1,0,0,0,0,1,,0,0,0.026755853,knight
945,Bryan Frey,1,,House Frey,0,1,1,1,0,0,0,24,0,0,0.100334448,noble
946,Bryen Farring,1,,House Farring,0,1,1,1,1,0,0,,0,0,0.033444816,noble
947,Bryen Caron,1,,House Caron,0,0,0,0,0,0,1,,0,0,0.026755853,lord
948,Burton Crakehall,1,,House Crakehall,1,1,1,1,0,0,1,,0,0,0.036789298,knight
949,Craghas Drahar,1,Myrish,Kingdom of the Three Daughters,0,0,0,0,0,0,0,,0,0,0.016722408,noble
950,Carolei Waynwood,0,,House Waynwood,0,1,1,1,0,1,0,,0,0,0.140468227,noble
951,Lord Caswell,1,,House Caswell,0,0,0,0,1,0,1,,0,0,0.013377926,noble
952,Cayn,1,Northmen,House Stark,1,1,0,0,0,0,0,,0,0,0.030100334,smallfolk
953,Cerenna Lannister,0,,House Lannister,1,1,1,1,1,0,0,,0,0,0.070234114,noble
954,Cersei Frey,0,,House Frey,0,1,1,1,0,0,0,13,0,0,0.133779264,noble
955,Chayle,1,,,1,1,1,0,0,0,0,,0,0,0.063545151,official
956,Clarent Crakehall,0,,House Crakehall,0,0,0,0,0,0,1,,0,0,0.010033445,knight
957,Clement Crabb,1,,House Crabb,0,0,0,1,0,0,1,,0,0,0.013377926,knight
958,Clement Piper,1,Rivermen,House Piper,1,0,1,1,1,0,1,,0,0,0.070234114,noble
959,Cley Cerwyn,1,Northmen,House Cerwyn,0,1,1,1,1,0,1,15,1,1,0.073578595,noble
960,Clubfoot Karl,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.026755853,warrior
962,Colin Florent,0,,House Florent,0,1,1,1,0,0,1,,0,0,0.08361204,knight
963,Colmar Frey,1,,House Frey,0,1,1,1,1,0,0,17,0,0,0.046822742,noble
964,Corliss Penny,0,,House Penny,0,0,0,1,1,0,1,,0,0,0.023411371,knight
965,Creighton Redfort,0,Valemen,House Redfort,0,0,0,1,1,0,1,,0,0,0.023411371,knight
966,Cuger,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.006688963,warrior
967,Cregan Stark,1,Northmen,House Stark,1,1,0,0,0,1,1,,0,0,0.484949833,lord
968,Cyrenna Swann,0,,House Swann,0,1,1,1,1,1,0,13,0,0,0.076923077,noble
969,Cynthea Frey,0,,House Frey,0,1,1,1,0,0,0,15,0,0,0.143812709,noble
970,Daegon Shepherd,0,Ironborn,House Shepherd,0,0,0,1,1,0,0,,0,0,0.016722408,warrior
971,Daeron Vaith,0,Dornish,House Vaith,0,0,0,1,1,0,1,,0,0,0.010033445,noble
972,Dafyn Vance,0,,House Vance,0,1,1,1,0,1,1,,0,0,0.10367893,knight
973,Dagon Greyjoy,1,Ironborn,House Greyjoy,0,0,0,1,1,0,1,,0,0,0.073578595,lord
974,Dalbridge,1,,Night's Watch,0,1,1,1,1,0,0,45,0,0,0.050167224,warrior
975,Damon Paege,1,,House Paege,0,1,1,1,0,0,1,,0,0,0.02006689,knight
976,Damon Shett,0,,House Shett of Gull Tower,0,0,0,1,0,0,1,,0,0,0.010033445,knight
977,Damon Vypren,0,,House Vypren,0,1,1,1,0,0,1,40,0,0,0.157190635,knight
978,Dancy,0,,Chataya's brothel,0,1,1,1,1,0,0,,0,0,0.040133779,smallfolk
979,Dareon,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.16722408,warrior
980,Darlessa Marbrand,0,,House Marbrand,1,1,1,0,1,1,0,,0,0,0.08361204,noble
981,Daryn Hornwood,1,Northmen,House Hornwood,1,0,0,0,1,0,0,,0,0,0.086956522,noble
982,Danwell Frey,1,,House Frey,1,1,1,1,1,1,1,53,0,0,0.180602007,knight
983,Deana Hardyng,0,,House Hardyng,0,1,1,1,0,1,0,,0,0,0.096989967,noble
984,Delena Florent,0,,House Florent,0,1,1,1,0,1,0,,0,0,0.117056856,noble
985,Della Frey,0,,House Frey,0,1,1,1,0,0,0,9,0,0,0.050167224,noble
986,Delp,0,,House Tully,0,1,1,1,1,0,0,,0,0,0.013377926,smallfolk
987,Delonne Allyrion,0,Dornish,House Allyrion,0,0,1,1,1,0,1,,0,0,0.026755853,noble
988,Denys Darklyn,1,,House Darklyn,0,0,0,1,0,1,1,,0,0,0.056856187,noble
989,Denys Arryn,0,,House Arryn,0,0,1,1,0,0,1,,0,0,0.08361204,knight
990,Dermot,0,,House Baratheon of Dragonstone,0,1,1,1,0,0,1,,0,0,0.023411371,knight
991,Desmond,0,,House Stark,1,1,0,0,1,0,0,,0,0,0.043478261,smallfolk
992,Desmond Redwyne,1,,House Redwyne,0,0,0,1,0,1,1,,0,0,0.076923077,noble
993,Deziel Dalt,1,,House Dalt,0,0,1,1,1,0,1,,0,0,0.026755853,knight
994,Dickon Tarly,1,,House Tarly,1,0,0,1,1,1,0,18,0,0,0.10367893,noble
995,Dickon Frey,1,,House Frey,0,1,1,1,0,0,0,11,0,0,0.086956522,noble
996,Dirk,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.043478261,warrior
998,Donnel Haigh,1,,House Haigh,0,1,1,1,0,0,1,50,0,0,0.086956522,knight
999,Donnel of Duskendale,1,,Kingsguard,0,0,0,1,0,0,1,,0,0,0.036789298,knight
1000,Donnel Locke,0,,House Locke,0,1,1,1,0,0,1,,0,0,0.036789298,noble
1001,Donnel Waynwood,0,,House Waynwood,1,1,1,1,1,0,1,28,0,0,0.060200669,knight
1002,Donnor Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.080267559,lord
1003,Dormund,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.026755853,smallfolk
1004,Duram Bar Emmon,0,,House Bar Emmon,0,1,1,1,0,0,1,21,0,0,0.026755853,noble
1005,Ebben,1,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.043478261,warrior
1006,Edderion Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king
1007,Edmyn Tully,1,Rivermen,House Tully,1,0,1,0,0,0,1,,0,0,0.357859532,lord
1008,Eddara Tallhart,0,Northmen,House Tallhart,0,1,1,1,1,0,1,16,0,0,0.040133779,noble
1009,Edrick Stark,1,Northmen,House Stark,0,1,0,0,1,0,1,,0,0,0.026755853,king
1010,Edwyd Fossoway,1,,House Fossoway of Cider Hall,0,1,0,0,0,0,1,,0,0,0.023411371,knight
1011,Edwyn Stark,0,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king
1012,Edwyle Stark,1,Northmen,House Stark,0,1,0,0,0,1,1,,0,0,0.107023411,lord
1014,Elbert Arryn,1,,House Arryn,0,1,0,1,0,0,1,,0,0,0.046822742,official
1015,Eleanor Mooton,0,,House Mooton,0,0,0,1,1,1,0,19,0,0,0.030100334,noble
1016,Ellery Vance,1,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0,0.026755853,knight
1017,Elron,0,,Night's Watch,0,1,1,1,1,0,0,,0,0,0.013377926,warrior
1018,Elinor Tyrell,0,,House Tyrell,0,0,1,1,1,0,0,19,0,0,0.163879599,noble
1019,Elmar Frey,1,,House Frey,1,1,1,1,1,0,0,15,0,0,0.066889632,noble
1020,Elwood,0,,House Tully,0,0,1,1,1,0,0,,0,0,0.016722408,smallfolk
1021,Elwood Meadows,1,Reach,House Meadows,0,1,1,1,1,0,1,27,0,0,0.050167224,noble
1022,Elyana Vypren,0,,House Vypren,0,1,1,1,0,1,0,41,0,0,0.160535117,noble
1023,Elyn Norridge,0,,House Norridge,0,0,1,1,0,1,0,,0,0,0.127090301,noble
1024,Emberlei Frey,0,,House Frey,0,1,1,1,0,0,0,9,0,0,0.080267559,noble
1025,Endrew Tarth,1,,House Tarth,1,1,1,0,0,0,1,,0,0,0.066889632,official
1026,Eroeh,0,Lhazareen,,1,1,0,0,1,0,0,,0,0,0.033444816,smallfolk
1027,Eon Hunter,1,,House Hunter,1,1,1,1,1,0,1,,0,0,0.046822742,noble
1028,Ermesande Hayford,0,,House Hayford,0,1,1,1,1,1,1,7,0,0,0.113712375,noble
1029,Erena Glover,0,Northmen,House Glover,0,1,1,1,0,0,0,8,0,0,0.053511706,noble
1030,Erren Florent,1,,House Florent,0,1,1,1,0,0,1,,0,0,0.086956522,knight
1031,Eustace Brune,1,,House Brune of the Dyre Den,0,0,0,1,0,0,1,,0,0,0.016722408,noble
1032,Eustace Hunter,0,,House Hunter,0,0,0,1,1,0,1,,0,0,0.023411371,knight
1033,Eyron Stark,1,Northmen,House Stark,0,1,0,0,0,0,1,,0,0,0.010033445,king
1034,Ferrego Antaryon,1,Braavosi,,0,0,0,1,1,0,1,,0,0,0.016722408,lord
1035,Forley Prester,1,,House Prester,1,1,1,1,0,0,1,,0,0,0.063545151,noble
1036,Franklyn Fowler,1,Dornishmen,House Fowler,0,0,0,1,1,0,1,,0,0,0.02006689,noble
1037,Flement Brax,1,,House Brax,1,1,1,1,1,1,1,,0,0,0.140468227,knight
1038,Frenken,0,,,0,1,1,1,1,0,1,,0,0,0.043478261,official
1039,Franklyn Frey,1,Rivermen,House Frey,0,0,0,0,0,0,1,,0,0,0.036789298,knight
1040,Gareth Clifton,1,,House Clifton,0,0,0,1,0,1,1,,0,0,0.013377926,knight
1041,Garrison Prester,1,,House Prester,0,0,0,1,1,0,1,,0,0,0.013377926,noble
1042,Garth of Greenaway,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.030100334,warrior
1043,Garrett Flowers,0,,House Tyrell,1,1,1,1,1,0,0,,0,0,0.130434783,smallfolk
1044,Garse Goodbrook,1,,House Goodbrook,0,1,1,1,0,1,1,,0,0,0.066889632,knight
1045,Garse Flowers,1,,House Tyrell,1,1,1,1,1,0,0,,0,0,0.130434783,smallfolk
1046,Garth Greenfield,0,Westerman,House Greenfield,1,0,1,1,1,0,1,,0,0,0.030100334,knight
1047,Garth Greyfeather,1,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.050167224,warrior
1048,Gawen Swann,1,,House Swann,0,0,0,0,0,0,1,100,0,0,0.016722408,noble
1049,Gawen Glover,1,Northmen,House Glover,0,1,1,1,0,0,0,10,0,0,0.046822742,noble
1050,Gawen Wylde,1,,House Wylde,0,1,0,0,0,0,1,,0,0,0.013377926,official
1051,Garth Tyrell,1,,House Tyrell,1,1,1,1,1,0,1,,0,0,0.163879599,noble
1052,Gendel,1,Free Folk,,0,1,1,0,0,0,1,,0,0,0.056856187,king
1053,Gawen Westerling,1,Westermen,House Westerling,1,1,1,1,1,1,1,,0,0,0.08361204,knight
1054,Gerald Gower,0,,House Gower,0,0,1,1,1,0,1,,0,0,0.023411371,knight
1055,Gerold Grafton,1,,House Grafton,0,0,0,1,1,0,1,,0,0,0.023411371,noble
1056,Gerardys,1,,Blacks,0,0,1,0,0,0,1,,0,0,0.023411371,official
1057,Gilbert Farring,1,,House Farring,0,0,1,1,1,0,1,,0,0,0.046822742,knight
1058,Glendon Hewett,1,,House Hewett,0,0,1,1,1,0,1,,0,0,0.026755853,official
1059,Gilwood Hunter,1,,House Hunter,0,0,1,1,1,0,1,55,0,0,0.040133779,lord
1060,Godric Borrell,1,Sistermen,House Borrell,0,0,0,1,1,0,1,,0,0,0.086956522,noble
1061,Goodwin,1,,House Tarth,0,0,0,1,0,0,1,,0,0,0.006688963,official
1062,Gormon Peake,1,,House Peake,0,0,0,0,0,0,1,,0,0,0.060200669,official
1063,Gorne,1,Free Folk,,0,1,1,0,0,0,1,,0,0,0.053511706,king
1064,Gormon Tyrell,1,,Citadel,1,1,1,1,1,0,1,,0,0,0.153846154,official
1065,Grazdan mo Eraz,0,Ghiscari,Wise Masters,0,0,1,1,1,0,0,,0,0,0.023411371,official
1066,Grazdan mo Ullhor,1,Astapori,Good Masters,0,0,1,0,0,0,1,,0,0,0.030100334,official
1067,Grazdar zo Galare,1,Ghiscari,House of Galare,0,0,0,0,1,0,1,,0,0,0.010033445,noble
1068,Grubbs,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.02006689,warrior
1070,Guncer Sunglass,1,,House Sunglass,0,1,1,0,0,0,1,,0,0,0.040133779,official
1071,Gulian Swann,1,,House Swann,0,1,1,0,0,0,1,46,0,0,0.033444816,knight
1072,Guthor Grimm,1,,House Grimm,0,0,0,1,1,0,1,,0,0,0.016722408,noble
1073,Gunthor Hightower,0,,House Hightower,0,0,0,1,0,1,1,,0,0,0.053511706,official
1074,Gyldayn,1,,The Citadel,0,0,0,0,0,0,1,,0,0,0.157190635,official
1075,Gwayne Hightower,1,,House Hightower,0,0,0,0,0,0,1,42,0,0,0.050167224,knight
1076,Hairy Hal,0,,Night's Watch,0,0,1,1,1,0,0,,0,0,0.033444816,warrior
1077,Hake,1,,Night's Watch,1,1,1,0,0,0,0,,0,0,0.026755853,smallfolk
1078,Halder,1,,Night's Watch,1,1,1,1,1,0,0,24,0,0,0.060200669,warrior
1079,Hallis Mollen,1,Northmen,House Mollen,1,1,1,1,0,0,1,,0,0,0.070234114,warrior
1080,Halmon Paege,1,,House Paege,0,1,1,1,1,0,1,,0,0,0.016722408,knight
1081,Harbert,1,,House Baratheon,0,1,0,0,0,0,1,,0,0,0.023411371,noble
1082,Harlan Hunter,1,,House Hunter,1,0,0,1,1,0,1,,0,0,0.026755853,knight
1083,Harlen Tyrell,1,Reach,House Tyrell,1,0,0,0,0,0,1,,0,0,0.063545151,noble
1084,Harmond Umber,0,Northmen,House Umber,1,0,0,0,0,0,1,,0,0,0.016722408,noble
1085,Harmune,1,,Night's Watch,0,0,1,1,1,0,1,,0,0,0.043478261,official
1086,Harrold Westerling,1,Westermen,House Westerling,0,0,0,0,0,0,1,,0,0,0.27090301,lord
1087,Harwood Fell,1,,House Fell,0,0,0,1,1,0,1,,0,0,0.030100334,noble
1088,Harwin Strong,1,,House Strong,0,0,0,0,0,0,1,30,0,0,0.086956522,knight
1089,Harwood Stout,1,Northmen,House Stout,0,0,0,1,1,0,1,,0,0,0.053511706,noble
1090,Harys Haigh,1,,House Haigh,0,1,1,1,0,0,1,51,0,0,0.090301003,knight
1091,Helman Tallhart,1,Northmen,House Tallhart,1,1,1,1,1,0,1,,0,0,0.130434783,noble
1092,Lord Commander Hoare,1,,House Hoare,1,0,0,0,0,0,1,,0,0,0.060200669,lord
1093,Hobber Redwyne,1,Reach,House Redwyne,1,1,1,1,1,0,1,,0,0,0.214046823,knight
1094,Hoarfrost Umber,1,Northmen,House Umber,0,0,0,0,1,0,1,,0,0,0.02006689,noble
1095,Hosman Norcross,1,,House Norcross,0,1,1,1,0,1,1,,0,0,0.076923077,knight
1096,Hoster Frey,1,,House Frey,0,1,1,1,0,0,0,18,0,0,0.090301003,noble
1097,Horas Redwyne,1,Reach,House Redwyne,1,1,1,1,1,0,1,,0,0,0.217391304,knight
1098,Hubard Rambton,1,,House Rambton,0,1,1,0,0,0,1,,0,0,0.02006689,knight
1099,Horton Redfort,1,Valemen,House Redfort,0,0,1,1,1,0,1,,0,0,0.046822742,lord
1100,Hotho Harlaw,1,Ironborn,House Harlaw of the Tower of Glimmering,0,0,0,1,1,0,1,,0,0,0.076923077,warrior
1101,Hugo Wull,1,Northern mountain clans,House Wull,0,0,0,1,1,0,1,,0,0,0.036789298,noble
1102,Hugor of the Hill,1,Andals,,0,0,0,0,1,0,1,,0,0,0.050167224,king
1103,Hugo Vance,1,,House Vance of Atranta,0,0,1,1,0,0,1,,0,0,0.026755853,knight
1104,Hullen,1,Northmen,House Stark,1,1,1,0,1,0,1,,0,0,0.060200669,official
1105,Humfrey Beesbury,1,,House Beesbury,0,0,0,0,0,0,1,,0,0,0.026755853,knight
1106,Humfrey Hardyng,1,,House Hardyng,0,0,0,0,0,0,1,,0,0,0.053511706,knight
1107,Humfrey Swyft,0,,House Swyft,0,0,0,1,1,0,1,,0,0,0.010033445,knight
1108,Humfrey Wagstaff,0,,House Wagstaff,0,0,0,1,0,0,1,75,0,0,0.016722408,noble
1109,Igon Vyrwel,0,,House Vyrwel,1,1,1,1,1,0,0,,0,0,0.026755853,warrior
1110,Jacks,0,northmen,House Stark,1,1,1,1,0,0,0,,0,0,0.033444816,smallfolk
1111,Janei Lannister,0,,House Lannister,1,1,1,1,1,0,0,9,0,0,0.100334448,noble
1112,Jammos Frey,1,,House Frey,0,1,1,1,1,1,1,39,0,0,0.090301003,knight
1113,Janna Tyrell,0,,House Tyrell,1,1,1,1,1,1,0,,0,0,0.177257525,noble
1114,Jaremy Rykker,1,,Night's Watch,1,1,1,0,1,0,1,,0,0,0.060200669,warrior
1115,Jarl,1,Free Folk,,0,0,1,1,1,0,0,,0,0,0.050167224,smallfolk
1116,Jason Lannister,1,,House Lannister,0,0,0,0,0,1,1,,0,0,0.046822742,lord
1117,Jasper Arryn,1,,House Arryn,0,0,0,1,0,0,1,,1,1,0.043478261,lord
1118,Jasper Redfort,0,Valemen,House Redfort,0,0,0,1,1,0,1,,0,0,0.023411371,knight
1119,Jeren,1,,Night's Watch,1,1,1,1,1,0,0,,0,0,0.02006689,warrior
1120,Jeyne Arryn,0,Vale,House Arryn,0,0,0,0,0,0,1,,0,0,0.033444816,lord
1121,Jeyne Beesbury,0,,House Beesbury,0,1,1,1,0,1,0,,0,0,0.060200669,noble
1122,Jeyne Darry,1,Westeros,House Darry,0,0,1,1,0,1,0,,0,0,0.076923077,noble
1123,Jeyne Goodbrook,0,,House Goodbrook,0,1,1,1,0,0,0,12,0,0,0.063545151,noble
1124,Jeyne Rivers,0,,House Frey,0,1,1,1,1,0,0,,0,0,0.02006689,smallfolk
1125,Jeyne Lydden,0,,House Lydden,0,1,1,1,0,1,0,,0,0,0.100334448,noble
